name,networth,country,source,rank,age,residence,citizenship,status,children,education,self_made,degree,university,longitude,latitude,combined
Eduardo Hochschild,1.3,Peru,mining,2263,57.0,"Lima, Peru",Peru,Married,4.0,"Bachelor of Arts/Science, Tufts University",False,Bachelor of Arts/Science, Tufts University,-77.0365256,-12.0621065,eduardo-hochschild
Huang Dawen,1.3,Hong Kong,silicon,2263,60.0,"Hong Kong, Hong Kong",Hong Kong,,,,True,,,114.1628131,22.2793278,huang-dawen
Huang Shan,1.3,China,software,2263,,,,,,,,,,104.999927,35.000074,huang-shan
Jiang Ganjun,1.3,China,home & office products,2263,57.0,"Guangzhou, China",China,,,,True,,,113.2592945,23.1301964,jiang-ganjun
Conni Jonsson,1.3,Sweden,asset management,2263,60.0,"Stockholm, Sweden",Sweden,Married,,,True,,,18.0710935,59.3251172,conni-jonsson
Zbigniew Juroszek & family,1.3,Poland,"real estate, gambling",2263,58.0,"Cieszyn, Poland",Poland,,,,True,,,18.6562313,49.7557676,zbigniew-juroszek
André Kasprzak,1.3,Denmark,shoes,2263,34.0,Denmark,Denmark,,,,False,,,10.3333283,55.670249,andré-kasprzak
Anna Kasprzak,1.3,Denmark,shoes,2263,31.0,"Haderslev, Denmark",Denmark,In Relationship,1.0,,False,,,9.499787100000001,55.2500715,anna-kasprzak
Peter Kelly,1.3,United Kingdom,I.T.,2263,63.0,"Bristol, United Kingdom",United Kingdom,Married,,,True,,,-2.5972985,51.4538022,peter-kelly
Kim Nam-jung,1.3,South Korea,food,2263,48.0,"Seoul, South Korea",South Korea,Married,2.0,"Bachelor of Arts/Science, Korea University; Master of Business Administration, University of Michigan, Stephen M. Ross School of Business",False,Bachelor of Arts/Science," Korea University; Master of Business Administration, University of Michigan, Stephen M. Ross School of Business",126.9782914,37.5666791,kim-nam-jung
Hemendra Kothari,1.3,India,Financial Services,2263,74.0,"Mumbai, India",India,Widowed,2.0,"Bachelor of Arts/Economics, Bombay University",False,Bachelor of Arts/Economics, Bombay University,72.8773928,19.0759899,hemendra-kothari
Michael Krasny,1.3,United States,retail,2263,67.0,"Highland Park, Illinois",United States,Married,1.0,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",True,Bachelor of Arts/Science," University of Illinois, Urbana-Champaign",-87.80034379999999,42.1816919,michael-krasny
Igor Kudryashkin,1.3,Russia,metallurgy,2263,59.0,"Moscow, Russia",Russia,Married,1.0,"Ph.D, Moscow Institute of Steel and Alloys",True,Ph.D, Moscow Institute of Steel and Alloys,37.6174943,55.7504461,igor-kudryashkin
Bernard Lewis & family,1.3,United Kingdom,fashion retailer,2263,95.0,"London, United Kingdom",United Kingdom,,,,True,,,-0.1276474,51.5073219,bernard-lewis
Li Tan,1.3,China,pharmaceuticals,2263,56.0,"Shenzhen, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",True,Bachelor of Arts/Science, Sichuan University,114.0543297,22.555454,li-tan
Liang Guangwei,1.3,China,conglomerate,2263,57.0,"Shenzhen, China",China,,,,True,,,114.0543297,22.555454,liang-guangwei
Liang Jiankun & family,1.3,China,cobalt mining,2263,59.0,"Nanjing, China",China,,,,True,,,118.7916458,32.0609736,liang-jiankun
Liu Jilu & family,1.3,China,Logistics,2263,74.0,"Maanshan, China",China,,,,True,,,118.5048377,31.6866105,liu-jilu
Mangal Prabhat Lodha,1.3,India,real estate,2263,65.0,"Mumbai, India",India,Married,2.0,,True,,,72.8773928,19.0759899,mangal-prabhat-lodha
Brandt Louie,1.3,Canada,drugstores,2263,77.0,"Vancouver, Canada",Canada,Married,2.0,,False,,,-123.1139529,49.2608724,brandt-louie
Lu Hongyan,1.3,China,online games,2263,43.0,"Xiamen, China",China,,,,True,,,118.0853479,24.4801069,lu-hongyan
Zhaoxi Lu,1.3,China,e-commerce,2263,52.0,"Hangzhou, China",China,,,,True,,,120.2052342,30.2489634,zhaoxi-lu
Ma Renhe,1.3,China,"textiles, apparel",2263,61.0,"Ningbo, China",China,,,,True,,,121.6203873,29.8622194,ma-renhe
Deepak Mehta,1.3,India,chemicals,2263,64.0,"Vadodara, India",India,Married,2.0,"Bachelor of Science, Bombay University",False,Bachelor of Science, Bombay University,73.1942567,22.2973142,deepak-mehta
Ulrike Meister,1.3,Germany,appliances,2263,54.0,"Landsberg, Germany",Germany,,,,False,,,10.8737728,48.0514973,ulrike-meister
Lidiya Mikhailova & family,1.3,Russia,agribusiness,2263,63.0,"London, United Kingdom",Russia,Divorced,2.0,,True,,,-0.1276474,51.5073219,lidiya-mikhailova
Alan Miller & family,1.3,United States,healthcare services,2263,,,,,,,,,,-100.4458825,39.7837304,alan-miller
Martin Moller Nielsen,1.3,Denmark,aircraft leasing,2263,56.0,"London, United Kingdom",Denmark,Single,,,True,,,-0.1276474,51.5073219,martin-moller-nielsen
Greg Mondre,1.3,United States,private equity,2263,46.0,"New York, New York",United States,Married,,,True,,,-74.00601519999999,40.7127281,greg-mondre
Yoshiko Mori,1.3,Japan,real estate,2263,80.0,"Tokyo, Japan",Japan,Widowed,2.0,,False,,,139.7594549,35.6828387,yoshiko-mori
Bob Muglia,1.3,United States,software,2263,61.0,"Mercer Island, Washington",United States,Married,1.0,"Bachelor of Science, University of Michigan",True,Bachelor of Science, University of Michigan,-122.2201423,47.5602073,bob-muglia
George Alexander Muthoot,1.3,India,financial services,2263,65.0,"Ernakulam, India",India,Married,2.0,"Chartered Accountant, Institute of Chartered Accountants of India; Bachelor of Commerce, University of Kerala",False,Chartered Accountant," Institute of Chartered Accountants of India; Bachelor of Commerce, University of Kerala",76.4848521,10.1295438,george-alexander-muthoot
George Jacob Muthoot,1.3,India,financial services,2263,68.0,"Trivandrum, India",India,Married,2.0,"Bachelor of Science in Engineering, Manipal University",False,Bachelor of Science in Engineering, Manipal University,76.9360573,8.524112199999999,george-jacob-muthoot
George Thomas Muthoot,1.3,India,financial services,2263,70.0,"Kottayam, India",India,Married,2.0,,False,,,76.6455326,9.6287383,george-thomas-muthoot
Ranjan Pai,1.3,India,education,2263,48.0,"Bangalore, India",India,Married,2.0,,False,,,77.59129969999999,12.9791198,ranjan-pai
Antonio Percassi,1.3,Italy,"real estate, diversified",2263,67.0,"Bergamo, Italy",Italy,Divorced,6.0,,True,,,9.7542192,45.7566557,antonio-percassi
Stefan Pierer,1.3,Austria,automotive,2263,64.0,"Wels, Austria",Austria,,,"Bachelor of Arts/Science, Montan University",True,Bachelor of Arts/Science, Montan University,14.0243752,48.1565472,stefan-pierer
Qiu Minxiu,1.3,China,semiconductors,2263,75.0,"Shangyu, China",China,,,,True,,,120.8641815,30.0348513,qiu-minxiu
Lily Safra,1.3,Monaco,banking,2263,83.0,"Geneva, Switzerland",Monaco,Widowed,2.0,,False,,,6.1466014,46.2017559,lily-safra
Nobutada Saji,1.3,Japan,beverages,2263,75.0,"Tokyo, Japan",Japan,Married,,"Master of Business Administration, Anderson School of Management",False,Master of Business Administration, Anderson School of Management,139.7594549,35.6828387,nobutada-saji
Thomas Sandell,1.3,Sweden,hedge funds,2263,60.0,"London, United Kingdom",Sweden,Married,1.0,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Uppsala University",True,Master of Business Administration," Columbia Business School; Bachelor of Arts/Science, Uppsala University",-0.1276474,51.5073219,thomas-sandell
Penny Sanford,1.3,United States,real estate brokerage,2263,55.0,"Bellingham, Washington",United States,,,,False,,,-122.4788361,48.7544012,penny-sanford
Ilya Scherbovich,1.3,Russia,investments,2263,46.0,"Moscow, Russia",Russia,Married,2.0,"Master of Science, Plekhanov Russian University of Economics",True,Master of Science, Plekhanov Russian University of Economics,37.6174943,55.7504461,ilya-scherbovich
Gerald Schwartz,1.3,Canada,finance,2263,79.0,"Toronto, Canada",Canada,Married,4.0,"Master of Business Administration, Harvard University",True,Master of Business Administration, Harvard University,-79.3839347,43.6534817,gerald-schwartz
Anatoly Sedykh,1.3,Russia,steel pipes,2263,56.0,"Moscow, Russia",Russia,Married,2.0,"Bachelor of Science in Engineering, Moscow Institute of Steel and Alloys",True,Bachelor of Science in Engineering, Moscow Institute of Steel and Alloys,37.6174943,55.7504461,anatoly-sedykh
Radik Shaimiev,1.3,Russia,"refinery, chemicals",2263,56.0,"Kazan, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Kazan Institute of Civil Engineering",True,Bachelor of Arts/Science, Kazan Institute of Civil Engineering,49.1242266,55.7823547,radik-shaimiev
Shao Xiaofeng,1.3,China,e-commerce,2263,55.0,"Hangzhou, China",China,,,,True,,,120.2052342,30.2489634,shao-xiaofeng
Shi Xu,1.3,Singapore,technology,2263,57.0,"Singapore, Singapore",Singapore,Married,,,True,,,103.8194992,1.357107,shi-xu
Shin Chang-jae,1.3,South Korea,insurance,2263,67.0,"Seoul, South Korea",South Korea,Married,2.0,"Doctorate, Seoul National University",False,Doctorate, Seoul National University,126.9782914,37.5666791,shin-chang-jae
Ron Sim,1.3,Singapore,retail,2263,62.0,"Singapore, Singapore",Singapore,Married,3.0,,True,,,103.8194992,1.357107,ron-sim
Jasminder Singh & family,1.3,United Kingdom,hotels,2263,70.0,"London, United Kingdom",United Kingdom,Married,,,True,,,-0.1276474,51.5073219,jasminder-singh
Jared Smith,1.3,United States,cloud computing,2263,46.0,"Provo, Utah",United States,,,"Bachelor of Science, London School of Economics",True,Bachelor of Science, London School of Economics,-111.6585337,40.2338438,jared-smith
Terry Snow,1.3,Australia,"airports, real estate",2263,77.0,"Canberra, Australia",Australia,Married,4.0,,True,,,149.148496,-35.3344071,terry-snow
Petter Stordalen & family,1.3,Norway,hotels,2263,58.0,"Oslo, Norway",Norway,Married,,,True,,,10.7389701,59.9133301,petter-stordalen
Dirk Stroeer,1.3,Germany,advertising,2263,52.0,"Cologne, Germany",Germany,,,,False,,,6.959974,50.938361,dirk-stroeer
Satoshi Suzuki,1.3,Japan,cosmetics,2263,67.0,"Tokyo, Japan",Japan,Married,,,False,,,139.7594549,35.6828387,satoshi-suzuki
Tang Zhuang,1.3,United States,electronics,2263,48.0,"Wuxi, China",United States,,,"Bachelor of Arts/Science, Peking University; Doctorate, Univeristy of Illinois at Urbana-Champaign",True,Bachelor of Arts/Science," Peking University; Doctorate, Univeristy of Illinois at Urbana-Champaign",120.3074357,31.4933074,tang-zhuang
Joop van den Ende,1.3,Netherlands,TV shows,2263,79.0,"Baarn, Netherlands",Netherlands,Married,2.0,,True,,,5.2691434,52.2002549,joop-van-den-ende
Masaru Wasami,1.3,Japan,logistics,2263,75.0,Japan,Japan,,,,True,,,139.2394179,36.5748441,masaru-wasami
Wei Shaojun,1.3,China,real estate,2263,58.0,"Baoding, China",China,,,,True,,,115.490696,38.8579735,wei-shaojun
Farris Wilks,1.3,United States,natural gas,2263,69.0,"Cisco, Texas",United States,Married,11.0,"Diploma, High School",True,Diploma, High School,-98.97971649999999,32.3828077,farris-wilks
Whitney Wolfe Herd,1.3,United States,dating app,2263,31.0,"Austin, Texas",United States,Married,1.0,"Bachelor of Arts/Science, Southern Methodist University",True,Bachelor of Arts/Science, Southern Methodist University,-97.74369950000001,30.2711286,whitney-wolfe-herd
Wu Yonghua,1.3,China,apparel,2263,50.0,"Xiamen, China",China,,,,True,,,118.0853479,24.4801069,wu-yonghua
Xia Shudong,1.3,China,IT service,2263,48.0,"Beijing, China",China,,,"Doctorate, Beijing University",True,Doctorate, Beijing University,116.3912757,39.906217,xia-shudong
Xiong Jun & family,1.3,China,pharmaceuticals,2263,47.0,"Shanghai, China",China,,,,True,,,121.4692071,31.2322758,xiong-jun
Xu Guangfu & family,1.3,China,Daqo Group,2263,78.0,"Chongqing, China",China,,,,True,,,106.5478767,29.5647398,xu-guangfu
Yang Keng,1.3,China,real estate,2263,60.0,"Chengdu, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",True,Bachelor of Arts/Science, Sichuan University,104.0633717,30.6598628,yang-keng
Luis Enrique Yarur Rey,1.3,Chile,banking,2263,70.0,"Santiago, Chile",Chile,Married,8.0,"Master of Business Administration, IESE Business School",False,Master of Business Administration, IESE Business School,-70.65045019999999,-33.4377756,luis-enrique-yarur-rey
Ye Qiongjiu,1.3,China,software,2263,66.0,"Hangzhou, China",China,,,,True,,,120.2052342,30.2489634,ye-qiongjiu
Yeh Kuo-I,1.3,Taiwan,manufacturing,2263,80.0,,Taiwan,Married,2.0,,True,,,120.9820179,23.9739374,yeh-kuo-i
Yu Bangping & family,1.3,China,coal mining,2263,53.0,"Liupanshui, China",China,Married,,,True,,,104.8279652,26.5963778,yu-bangping
Yu Jinkun & family,1.3,China,transportation equipment,2263,78.0,"Changzhou, China",China,,,,True,,,119.9691539,31.8122623,yu-jinkun
Patrick Zalupski,1.3,United States,homebuilding,2263,40.0,"Jacksonville, Florida",United States,Married,2.0,"Bachelor of Science, Stetson University",True,Bachelor of Science, Stetson University,-81.65565100000001,30.3321838,patrick-zalupski
Zhang Gongyun,1.3,China,tyre manufacturing machinery,2263,58.0,"Gaomi, China",China,,,,True,,,119.8005385,36.3654065,zhang-gongyun
Zhou Chengjian,1.3,China,fashion retail,2263,56.0,"Shanghai, China",China,Married,1.0,"EMBA, Zhejiang University",True,EMBA, Zhejiang University,121.4692071,31.2322758,zhou-chengjian
Zhou Xiayun & family,1.3,China,Education,2263,66.0,"Ningguo, China",China,,,,True,,,118.9560438,30.4832799,zhou-xiayun
Zhu Tao,1.3,China,pharmaceutical,2263,48.0,"Tianjin, China",China,,,"Doctorate in Pedagogical Sciences, Carnegie Mellon University; Doctorate, The University of Pittsburgh; Master of Science, Tsinghua University",True,Doctorate in Pedagogical Sciences," Carnegie Mellon University; Doctorate, The University of Pittsburgh; Master of Science, Tsinghua University",117.1951073,39.0856735,zhu-tao
Aras Agalarov,1.2,Russia,real estate,2378,65.0,"Moscow, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Baku Polytechnical Instit",True,Bachelor of Arts/Science, Baku Polytechnical Instit,37.6174943,55.7504461,aras-agalarov
Syed Mokhtar AlBukhary,1.2,Malaysia,"engineering, energy, construction",2378,69.0,"Kuala Lumpur, Malaysia",Malaysia,Married,5.0,"Drop Out, High School",True,Drop Out, High School,101.6942371,3.1516964,syed-mokhtar-albukhary
Anant Asavabhokin,1.2,Thailand,real estate,2378,70.0,"Bangkok, Thailand",Thailand,Married,3.0,,True,,,100.4930399,13.7544238,anant-asavabhokin
Thomas Bailey,1.2,United States,money management,2378,84.0,"Aspen, Colorado",United States,Divorced,2.0,"Bachelor of Arts/Science, Michigan State University; Master of Business Administration, University of Western Ontario",True,Bachelor of Arts/Science," Michigan State University; Master of Business Administration, University of Western Ontario",-106.8235606,39.1911128,thomas-bailey
Shay Banon,1.2,Israel,search engine,2378,43.0,"Palo Alto, California",Israel,Married,,,True,,,-122.1598465,37.4443293,shay-banon
Sachin Bansal,1.2,India,flipkart,2378,39.0,"Bangalore, India",India,Married,1.0,"Bachelor of Science in Engineering, Indian Institute of Technology",True,Bachelor of Science in Engineering, Indian Institute of Technology,77.59129969999999,12.9791198,sachin-bansal
Christian Bertermann,1.2,Germany,used car sales,2378,37.0,"Berlin, Germany",Germany,,,"Bachelor of Business Administration, University of Manheim",True,Bachelor of Business Administration, University of Manheim,13.3888599,52.5170365,christian-bertermann
Cao Kejian,1.2,China,air compressors,2378,59.0,"Quzhou, China",China,Married,1.0,,True,,,118.8759775,28.9268429,cao-kejian
Edouard Carmignac,1.2,France,asset management,2378,73.0,"Paris, France",France,Married,5.0,,True,,,2.3514616,48.8566969,edouard-carmignac
Chen Gang,1.2,China,solar energy,2378,53.0,"Guangzhou, China",China,,,,True,,,113.2592945,23.1301964,chen-gang
Chen Tianqiao,1.2,China,online games,2378,47.0,"Atherton, California",China,Married,2.0,"Bachelor of Arts/Science, Fudan University",True,Bachelor of Arts/Science, Fudan University,-122.2058272,37.453773,chen-tianqiao
Henry Cheng,1.2,Hong Kong,diversified,2378,74.0,"Hong Kong, Hong Kong",Hong Kong,Married,4.0,"Bachelor of Arts/Science, The University of Western Ontario - Richard Ivey School of Business; Master of Business Administration, The University of Western Ontario - Richard Ivey School of Business",False,Bachelor of Arts/Science," The University of Western Ontario - Richard Ivey School of Business; Master of Business Administration, The University of Western Ontario - Richard Ivey School of Business",114.1628131,22.2793278,henry-cheng
Cheng Wei,1.2,China,ride-hailing service,2378,38.0,"Beijing, China",China,,,,True,,,116.3912757,39.906217,cheng-wei
Chey Ki-won,1.2,South Korea,"computer services, telecom",2378,56.0,"Seoul, South Korea",South Korea,Divorced,,,False,,,126.9782914,37.5666791,chey-ki-won
Chua Thian Poh,1.2,Singapore,real estate,2378,72.0,"Singapore, Singapore",Singapore,Married,4.0,,True,,,103.8194992,1.357107,chua-thian-poh
Ronald Clarke,1.2,United States,payments technology,2378,65.0,"Duluth, Georgia",United States,Married,2.0,"Bachelor of Arts/Science, Colby College; Master of Business Administration, Cornell University",True,Bachelor of Arts/Science," Colby College; Master of Business Administration, Cornell University",-84.14410460000001,34.0028569,ronald-clarke
Sandor Csanyi,1.2,Hungary,"finance, real estate",2378,68.0,"Budapest, Hungary",Hungary,Married,5.0,,True,,,19.1460941,47.4813896,sandor-csanyi
Diego Della Valle,1.2,Italy,shoes,2378,67.0,"Sant'' Elpidio A Mare, Italy",Italy,Married,2.0,,False,,,12.83333,42.83333,diego-della-valle
Deng Hui & family,1.2,United States,software,2378,59.0,"Hangzhou, China",United States,Married,,"Ph.D, Washington University in St. Louis",True,Ph.D, Washington University in St. Louis,120.2052342,30.2489634,deng-hui
Carl DeSantis,1.2,United States,energy drink,2378,81.0,"Delray Beach, Florida",United States,,,,True,,,-80.0728201,26.4614625,carl-desantis
Mathias Doepfner,1.2,Germany,Media,2378,58.0,,Germany,,,,False,,,10.4234469,51.0834196,mathias-doepfner
Aydin Dogan,1.2,Turkey,media,2378,85.0,"Istanbul, Turkey",Turkey,Married,4.0,,True,,,28.9651646,41.0096334,aydin-dogan
Marek Dospiva,1.2,Czechia,investments,2378,51.0,"Prague, Czechia",Czechia,Divorced,,,True,,,14.4212535,50.0874654,marek-dospiva
Wesley Edens,1.2,United States,investments,2378,59.0,"New York, New York",United States,Married,4.0,"Bachelor of Arts/Science, Oregon State University",True,Bachelor of Arts/Science, Oregon State University,-74.00601519999999,40.7127281,wesley-edens
Wolfgang Egger,1.2,Germany,real estate,2378,55.0,"Augsburg, Germany",Germany,,1.0,,True,,,10.8986971,48.3668041,wolfgang-egger
Gabriel Escarrer,1.2,Spain,hotels,2378,86.0,"Palma de Majorca, Spain",Spain,Married,6.0,,True,,,2.6496704,39.5691163,gabriel-escarrer
Fan Zhaoxia & family,1.2,China,photovoltaic equipment,2378,53.0,"Beijing, China",China,Married,,,True,,,116.3912757,39.906217,fan-zhaoxia
Clement Fayat & family,1.2,France,construction,2378,89.0,"Saint-Émilion, France",France,Married,,,True,,,-0.1560662,44.8931452,clement-fayat
Gleb Fetisov,1.2,Russia,investments,2378,54.0,"Moscow, Russia",Russia,Married,3.0,"Doctorate, Moscow State University",True,Doctorate, Moscow State University,37.6174943,55.7504461,gleb-fetisov
Benedicte Find,1.2,Denmark,medical devices,2378,,"Copenhagen, Denmark",Denmark,,,,False,,,12.5700724,55.6867243,benedicte-find
J. Christopher Flowers,1.2,United States,investments,2378,63.0,"New York, New York",United States,Married,2.0,"Bachelor of Arts/Science, Harvard University",True,Bachelor of Arts/Science, Harvard University,-74.00601519999999,40.7127281,j.-christopher-flowers
Dan Gertler,1.2,Israel,mining,2378,47.0,"Bnei Brak, Israel",Israel,Married,11.0,"Diploma, High School",False,Diploma, High School,34.8324376,32.0873899,dan-gertler
Premchand Godha,1.2,India,pharmaceuticals,2378,74.0,"Mumbai, India",India,Married,2.0,"Chartered Accountant, Institute of Chartered Accountants of India; Bachelor of Commerce, University of Rajasthan",True,Chartered Accountant," Institute of Chartered Accountants of India; Bachelor of Commerce, University of Rajasthan",72.8773928,19.0759899,premchand-godha
Lance Gokongwei,1.2,Philippines,diversified,2378,53.0,"Manila, Philippines",Philippines,Married,,"Bachelor of Science, The Wharton School of the University of Pennsylvania; Bachelor of Science, University of Pennsylvania, School of Engineering and Applied Science",False,Bachelor of Science," The Wharton School of the University of Pennsylvania; Bachelor of Science, University of Pennsylvania, School of Engineering and Applied Science",120.9809674,14.5907332,lance-gokongwei
Lawrence Golub,1.2,United States,private equity,2378,61.0,"New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College; Doctor of Jurisprudence, Harvard Law School",True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Harvard College; Doctor of Jurisprudence, Harvard Law School",-74.00601519999999,40.7127281,lawrence-golub
Ryan Graves,1.2,United States,uber,2378,37.0,"Kauai, Hawaii",United States,Married,4.0,"Bachelor of Arts/Science, Miami University of Ohio",True,Bachelor of Arts/Science, Miami University of Ohio,-159.5587678,22.0504666,ryan-graves
Mehmet Nazif Gunal,1.2,Turkey,"tourism, construction",2378,73.0,"Istanbul, Turkey",Turkey,Married,3.0,,True,,,28.9651646,41.0096334,mehmet-nazif-gunal
Stelios Haji-Ioannou,1.2,Cyprus,EasyJet,2378,54.0,"Monte Carlo, Monaco",Cyprus,Single,,"Master of Science, City University of London; Bachelor of Arts/Science, London School of Economics",False,Master of Science," City University of London; Bachelor of Arts/Science, London School of Economics",7.426559,43.7402961,stelios-haji-ioannou
Alfredo Harp Helu & family,1.2,Mexico,banking,2378,77.0,"Mexico City, Mexico",Mexico,Married,4.0,,True,,,-99.1331785,19.4326296,alfredo-harp-helu
Jaroslav Hascak,1.2,Slovakia,investments,2378,51.0,"Bratislava, Slovakia",Slovakia,Married,,,True,,,17.1093063,48.1516988,jaroslav-hascak
Hong Seok-joh,1.2,South Korea,convenience stores,2378,68.0,"Seoul, South Korea",South Korea,Married,1.0,"Master of Laws, Harvard University; Law Degree, Seoul National University",False,Master of Laws," Harvard University; Law Degree, Seoul National University",126.9782914,37.5666791,hong-seok-joh
Hu Xiaojun & family,1.2,China,Airline,2378,59.0,"Guiyang, China",China,Married,,,True,,,112.72964,25.7561647,hu-xiaojun
Huang Shanbing & family,1.2,China,semiconductors,2378,64.0,"Qidong, China",China,Married,,,True,,,112.0847511,26.8007069,huang-shanbing
Huang Yimeng,1.2,China,mobile games,2378,39.0,"Shanghai, China",China,,,,True,,,121.4692071,31.2322758,huang-yimeng
Jonas Kamprad,1.2,Sweden,IKEA,2378,55.0,"London, United Kingdom",Sweden,Married,2.0,,False,,,-0.1276474,51.5073219,jonas-kamprad
Mathias Kamprad,1.2,Sweden,IKEA,2378,51.0,"London, United Kingdom",Sweden,Divorced,2.0,,False,,,-0.1276474,51.5073219,mathias-kamprad
Peter Kamprad,1.2,Sweden,IKEA,2378,57.0,"Tervuren, Belgium",Sweden,Married,2.0,,False,,,4.5138824,50.8241883,peter-kamprad
Eugene Kaspersky,1.2,Russia,software,2378,55.0,"Moscow, Russia",Russia,Divorced,4.0,"Bachelor of Arts/Science, Institute of Cryptography, Telecommunications and Computer Science (FSB Academy)",True,Bachelor of Arts/Science," Institute of Cryptography, Telecommunications and Computer Science (FSB Academy)",37.6174943,55.7504461,eugene-kaspersky
Kim Dae-il,1.2,South Korea,mobile gaming,2378,41.0,"Anyang, South Korea",South Korea,Married,1.0,,True,,,126.9570605,37.3938528,kim-dae-il
Kim Jung-woong,1.2,South Korea,cosmetics,2378,46.0,"Seoul, South Korea",South Korea,Married,1.0,"Associate in Arts/Science, Daelim University",True,Associate in Arts/Science, Daelim University,126.9782914,37.5666791,kim-jung-woong
Kazutoshi Kobayashi,1.2,Japan,cosmetics,2378,58.0,"Tokyo, Japan",Japan,,,,False,,,139.7594549,35.6828387,kazutoshi-kobayashi
Masanori Kobayashi,1.2,Japan,cosmetics,2378,48.0,"Tokyo, Japan",Japan,,,,False,,,139.7594549,35.6828387,masanori-kobayashi
Takao Kobayashi,1.2,Japan,cosmetics,2378,56.0,"Tokyo, Japan",Japan,,,,False,,,139.7594549,35.6828387,takao-kobayashi
Hakan Koc,1.2,Germany,online car sales,2378,36.0,"Berlin, Germany",Germany,,,"Bachelor of Law, Bucerius Law School",True,Bachelor of Law, Bucerius Law School,13.3888599,52.5170365,hakan-koc
Andrei Komarov,1.2,Russia,manufacturing,2378,54.0,"Moscow, Russia",Russia,Married,6.0,"Bachelor of Arts/Science, Moscow Institute of Chemical Engineering",True,Bachelor of Arts/Science, Moscow Institute of Chemical Engineering,37.6174943,55.7504461,andrei-komarov
Koo Bon-joon,1.2,South Korea,"electronics, household products",2378,69.0,"Seoul, South Korea",South Korea,Married,2.0,"Bachelor of Arts/Science, Seoul National University; Master of Business Administration, University of Chicago",False,Bachelor of Arts/Science," Seoul National University; Master of Business Administration, University of Chicago",126.9782914,37.5666791,koo-bon-joon
Koo Bon-neung,1.2,South Korea,electronics,2378,72.0,"Seoul, South Korea",South Korea,Married,2.0,"Bachelor of Arts/Science, Korea University",False,Bachelor of Arts/Science, Korea University,126.9782914,37.5666791,koo-bon-neung
Koo Bon-sik,1.2,South Korea,LG,2378,62.0,"Seoul, South Korea",South Korea,Married,3.0,"Master, University of Michigan",False,Master, University of Michigan,126.9782914,37.5666791,koo-bon-sik
Kwek Leng Peck,1.2,Singapore,diversified,2378,65.0,"Singapore, Singapore",Singapore,Married,,,False,,,103.8194992,1.357107,kwek-leng-peck
Joe Lacob,1.2,United States,Golden State Warriors,2378,65.0,"Atherton, California",United States,Married,4.0,"Master of Business Administration, Stanford University; Masters of Public Health, UCLA; Bachelor of Arts/Science, University of California, Irvine",True,Master of Business Administration," Stanford University; Masters of Public Health, UCLA; Bachelor of Arts/Science, University of California, Irvine",-122.2058272,37.453773,joe-lacob
Guy Laliberté,1.2,Canada,Cirque du Soleil,2378,61.0,"Montreal, Canada",Canada,In Relationship,5.0,,True,,,-73.61036420000001,45.4972159,guy-laliberté
Lee Jay-hyun,1.2,South Korea,"food products, entertainment",2378,61.0,"Seoul, South Korea",South Korea,Married,2.0,"Bachelor of Arts/Science, Korea University",False,Bachelor of Arts/Science, Korea University,126.9782914,37.5666791,lee-jay-hyun
Li Fengluan,1.2,China,"steel, diversified",2378,59.0,"Ruzhou, China",China,Married,,,True,,,112.8392579,34.1678145,li-fengluan
Lin Jie & family,1.2,China,pharmaceuticals,2378,52.0,"Taizhou, China",China,Married,,,True,,,121.4163876,28.6581723,lin-jie
Liu Baolin,1.2,China,pharmacies,2378,67.0,"Wuhan, China",China,Married,2.0,,True,,,114.2999353,30.5951051,liu-baolin
Liu Gexin & family,1.2,China,pharmaceuticals,2378,69.0,"Chengdu, China",China,Married,1.0,"Medical Doctor, Chongqing Universtiy",True,Medical Doctor, Chongqing Universtiy,104.0633717,30.6598628,liu-gexin
Lou Guoqiang,1.2,China,copper,2378,64.0,"Ningbo, China",China,,,,True,,,121.6203873,29.8622194,lou-guoqiang
Lu Shenglin,1.2,China,machinery,2378,40.0,"Dongguan, China",China,,,,True,,,113.7457788,23.0205969,lu-shenglin
Lu Zhilin,1.2,China,machinery,2378,38.0,"Dongguan, China",China,,,,True,,,113.7457788,23.0205969,lu-zhilin
Frederic Luddy,1.2,United States,software,2378,66.0,"San Diego, California",United States,Single,1.0,"Drop Out, Indiana University",True,Drop Out, Indiana University,-117.1627728,32.7174202,frederic-luddy
Lun Ruixiang & family,1.2,China,real estate,2378,53.0,"Hong Kong, Hong Kong",China,Married,,,True,,,114.1628131,22.2793278,lun-ruixiang
Alexander Lutsenko & family,1.2,Russia,agribusiness,2378,59.0,Kaliningrad,Russia,Married,2.0,,True,,,20.5105838,54.710128,alexander-lutsenko
